"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","09-04-25","10-04-25","11-04-25","12-04-25","13-04-25","14-04-25","15-04-25","16-04-25","17-04-25"
15383,129009,"SRIKAKULAM","BURJA","Marripadu7",83.792427,18.577457,1.52,1.12,0.25,0.0499999999999998,6.23,3.06,0.470000000000001,0.279999999999999,0.81
15384,123008,"SRIKAKULAM","JALUMURU","SrimannarayanaPuram",83.993153,18.57244,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15385,113017,"SRIKAKULAM","SEETHAMPETA","Velagapuram",83.906127,18.578834,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15386,129005,"SRIKAKULAM","SANTHABOMMALI","Kaseepuram",84.256558,18.559379,1.02,0.16,1.41,0.3,1.91,0.0499999999999998,1.25,0.220000000000001,0.0499999999999998
15387,103005,"SRIKAKULAM","REGIDIAMADALAVALASA","Tunivada",83.684934,18.572015,1.36,0.89,1.11,0.28,2.48,6.1,0.76,0.24,1.4
15388,124033,"SRIKAKULAM","SARAVAKOTA","Jamachakram",84.08884,18.564525,2.32,0.56,1.72,0.180000000000001,12.47,2.5,1.74,0.170000000000002,0.120000000000001
15389,210018,"VIZIANAGARAM","BOBBILI","Piridi",83.416168,18.5613,0.85,1.53,3.07,0,1.37,2.87,1.59,0.139999999999999,0
15390,124022,"SRIKAKULAM","SARAVAKOTA","Akkivalasa",84.01377,18.570959,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15391,127016,"SRIKAKULAM","TEKKALI","Chinarokallapalle",84.204064,18.564681,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15392,129011,"SRIKAKULAM","SANTHABOMMALI","Yemalapeta",84.275788,18.554493,1.02,0.16,1.41,0.3,1.91,0.0499999999999998,1.25,0.220000000000001,0.0499999999999998
15393,211061,"VIZIANAGARAM","SALUR","Karasuvalasa",83.172971,18.571473,1.2,0.94,1.05,0.16,0.24,1.13,0.76,0,0.33
